,depth,element,height,parentNode,text,width,x,xpath,y,attributes.content,attributes.name,attributes.data-iml,attributes.href,attributes.nonce,attributes.rel,attributes.type,attributes.data-ilt,attributes.data-oq,attributes.data-swh,attributes.data-ueh,attributes.jsaction,attributes.jscontroller,attributes.style,attributes.class,attributes.data-ved,attributes.aria-label,attributes.aria-hidden,attributes.role,attributes.tabindex,attributes.alt,attributes.data-atf,attributes.data-frt,attributes.src,attributes.action,attributes.autocomplete,attributes.id,attributes.value,attributes.autocapitalize,attributes.autocorrect,price,attributes.data-ogsr-up,attributes.data-ogsr-alt,attributes.data-ogsr-fb,attributes.aria-expanded,attributes.focusable,attributes.viewBox,attributes.target,attributes.data-align,attributes.data-class,attributes.data-parent-id,attributes.data-internal-precise,attributes.aria-pressed,attributes.data-url,attributes.eid,attributes.data-hveid,attributes.data-is-grid-offer,attributes.data-shntl,attributes.data-container-id,attributes.colspan,attributes.data-du,attributes.data-ei,attributes.data-ucsi
179,17,TD,33.0,TR,$14.00,56.0,864.765625,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[4]/div/div[2]/table/tbody/tr[1]/td[2],220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$14.00,,,,,,,,,,,,,,,,,,,,,,
180,16,TR,33.0,TBODY,Shipping$5.84,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[4]/div/div[2]/table/tbody/tr[2],253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,17,TD,33.0,TR,Shipping,76.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[4]/div/div[2]/table/tbody/tr[2]/td[1],253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,17,TD,33.0,TR,$5.84,56.0,864.765625,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[4]/div/div[2]/table/tbody/tr[2]/td[2],253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$5.84,,,,,,,,,,,,,,,,,,,,,,
183,16,TR,33.0,TBODY,Est. taxEstimated Tax$1.19,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[4]/div/div[2]/table/tbody/tr[3],286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,17,TD,33.0,TR,Est. taxEstimated Tax,76.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[4]/div/div[2]/table/tbody/tr[3]/td[1],286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,18,SPAN,15.0,TD,Est. tax,43.359375,813.40625,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[4]/div/div[2]/table/tbody/tr[3]/td[1]/span[1],295.0,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,17,TD,33.0,TR,$1.19,56.0,864.765625,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[4]/div/div[2]/table/tbody/tr[3]/td[2],286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.19,,,,,,,,,,,,,,,,,,,,,,
187,16,TR,17.0,TBODY,,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[4]/div/div[2]/table/tbody/tr[4],319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,17,TD,17.0,TR,,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[4]/div/div[2]/table/tbody/tr[4]/td,319.0,,,,,,,,,,,,,,,VxXD7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
189,16,TR,33.0,TBODY,Total price$21.03,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[4]/div/div[2]/table/tbody/tr[5],336.0,,,,,,,,,,,,,,,zVt0cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,17,TD,33.0,TR.zVt0cd,Total price,76.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[4]/div/div[2]/table/tbody/tr[5]/td[1],336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,17,TD,33.0,TR.zVt0cd,$21.03,56.0,864.765625,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[4]/div/div[2]/table/tbody/tr[5]/td[2],336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$21.03,,,,,,,,,,,,,,,,,,,,,,
192,11,TD,71.0,TR.sh-osd__offer-row,Visit siteOpens in a new window,217.0,779.0,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[5],317.0,,,,,,,,,,,,,,,SH30Lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,12,DIV,32.0,TD.SH30Lb,Visit siteOpens in a new window,124.0,848.0,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[5]/div,337.0,,,,,,,,,,,,,,,UAVKwf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,13,A,15.0,DIV.UAVKwf,Visit siteOpens in a new window,124.0,848.0,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[5]/div/a,345.0,,,,/url?q=https://www.ebay.com/itm/144525427713%3Fchn%3Dps%26mkevt%3D1%26mkcid%3D28&sa=U&ved=0ahUKEwiFqL7ukNT3AhW9knIEHZNIDC4Q1ykIKA&usg=AOvVaw2UUQX9T_BSO4VS8LsBbXZb,,noopener,,,,,,,,,shntl FkMp,,,,,,,,,,,,,,,,,,,,,,,_blank,,,,,,,,,,,,,,,
195,14,DIV,32.0,A.shntl.FkMp,Visit site,124.0,848.0,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[5]/div/a/div,337.0,,,,,,,,,,,,,,,Kl9jM UKKY9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,14,SPAN,85.0,A.shntl.FkMp,Opens in a new window,0.0,972.0,//*[@id='sh-osd__online-sellers-cont']/tr[1]/td[5]/div/a/span,337.0,,,,,,,,,,,,,,,uFWrCb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,10,TR,0.0,TBODY#sh-osd__online-sellers-cont,,957.0,39.0,//*[@id='sh-osd__online-sellers-cont']/tr[2],388.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,11,TD,0.0,TR,,957.0,39.0,//*[@id='sh-osd__online-sellers-cont']/tr[2]/td,388.0,,,,,,,,,,,,,,,dRrmqf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,
199,12,DIV,0.0,TD.dRrmqf,,0.0,0.0,//*[@id='pb-da8e2454-d4b6-4497-be11-f809b59d1a30'],0.0,,,,,,,,,,,,,,display:none,sh-osd__pb-grid-wrapper,,,,,,,,,,,,pb-da8e2454-d4b6-4497-be11-f809b59d1a30,,,,,,,,,,,,,,,,,,,,,,,,,,
200,13,DIV,0.0,DIV#pb-da8e2454-d4b6-4497-be11-f809b59d1a30.sh-osd__pb-grid-wrapper,,0.0,0.0,//*[@id='pb-da8e2454-d4b6-4497-be11-f809b59d1a30']/div,0.0,,,,,,,,,,,,,,,r7B8Hf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,14,DIV,0.0,DIV.r7B8Hf,,0.0,0.0,//*[@id='TBUIhb'],0.0,,,,,,,,,,,,,,,yToAc,,,,,,,,,,,,TBUIhb,,,,,,,,,,,,,,,,,,,,,,,,,,
202,15,DIV,0.0,DIV#TBUIhb.yToAc,,0.0,0.0,//*[@id='TBUIhb']/div[1],0.0,,,,,,,,,,,,,,,YoxULb qe4Hic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,16,DIV,0.0,DIV.YoxULb.qe4Hic,,0.0,0.0,//*[@id='TBUIhb']/div[1]/div[1],0.0,,,,,,,,,,,,,,,DZV2Ec jNFQMc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,17,DIV,0.0,DIV.DZV2Ec.jNFQMc,,0.0,0.0,//*[@id='TBUIhb']/div[1]/div[1]/div,0.0,,,,,,,,,,,,,,,eZUAEc zX6pze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,16,DIV,0.0,DIV.YoxULb.qe4Hic,,0.0,0.0,//*[@id='TBUIhb']/div[1]/div[2],0.0,,,,,,,,,,,,,,,mSmgnb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,17,DIV,0.0,DIV.mSmgnb,,0.0,0.0,//*[@id='TBUIhb']/div[1]/div[2]/div,0.0,,,,,,,,,,,,,,,eZUAEc zX6pze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,16,DIV,0.0,DIV.YoxULb.qe4Hic,,0.0,0.0,//*[@id='TBUIhb']/div[1]/div[3],0.0,,,,,,,,,,,,,,,DZV2Ec OAsA9d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,17,DIV,0.0,DIV.DZV2Ec.OAsA9d,,0.0,0.0,//*[@id='TBUIhb']/div[1]/div[3]/div,0.0,,,,,,,,,,,,,,,eZUAEc zX6pze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,15,DIV,0.0,DIV#TBUIhb.yToAc,,0.0,0.0,//*[@id='TBUIhb']/div[2],0.0,,,,,,,,,,,,,,,YoxULb tbhztc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,16,DIV,0.0,DIV.YoxULb.tbhztc,,0.0,0.0,//*[@id='TBUIhb']/div[2]/div[1],0.0,,,,,,,,,,,,,,,DZV2Ec jNFQMc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,17,DIV,0.0,DIV.DZV2Ec.jNFQMc,,0.0,0.0,//*[@id='TBUIhb']/div[2]/div[1]/div,0.0,,,,,,,,,,,,,,,eZUAEc zX6pze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,16,DIV,0.0,DIV.YoxULb.tbhztc,,0.0,0.0,//*[@id='TBUIhb']/div[2]/div[2],0.0,,,,,,,,,,,,,,,mSmgnb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,17,DIV,0.0,DIV.mSmgnb,,0.0,0.0,//*[@id='TBUIhb']/div[2]/div[2]/div,0.0,,,,,,,,,,,,,,,eZUAEc zX6pze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,16,DIV,0.0,DIV.YoxULb.tbhztc,,0.0,0.0,//*[@id='TBUIhb']/div[2]/div[3],0.0,,,,,,,,,,,,,,,DZV2Ec OAsA9d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,17,DIV,0.0,DIV.DZV2Ec.OAsA9d,,0.0,0.0,//*[@id='TBUIhb']/div[2]/div[3]/div,0.0,,,,,,,,,,,,,,,eZUAEc zX6pze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,15,DIV,0.0,DIV#TBUIhb.yToAc,,0.0,0.0,//*[@id='TBUIhb']/div[3],0.0,,,,,,,,,,,,,,,YoxULb e5qFQe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,16,DIV,0.0,DIV.YoxULb.e5qFQe,,0.0,0.0,//*[@id='TBUIhb']/div[3]/div[1],0.0,,,,,,,,,,,,,,,DZV2Ec jNFQMc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,17,DIV,0.0,DIV.DZV2Ec.jNFQMc,,0.0,0.0,//*[@id='TBUIhb']/div[3]/div[1]/div,0.0,,,,,,,,,,,,,,,eZUAEc zX6pze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,16,DIV,0.0,DIV.YoxULb.e5qFQe,,0.0,0.0,//*[@id='TBUIhb']/div[3]/div[2],0.0,,,,,,,,,,,,,,,mSmgnb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,17,DIV,0.0,DIV.mSmgnb,,0.0,0.0,//*[@id='TBUIhb']/div[3]/div[2]/div,0.0,,,,,,,,,,,,,,,eZUAEc zX6pze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,16,DIV,0.0,DIV.YoxULb.e5qFQe,,0.0,0.0,//*[@id='TBUIhb']/div[3]/div[3],0.0,,,,,,,,,,,,,,,DZV2Ec OAsA9d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,17,DIV,0.0,DIV.DZV2Ec.OAsA9d,,0.0,0.0,//*[@id='TBUIhb']/div[3]/div[3]/div,0.0,,,,,,,,,,,,,,,eZUAEc zX6pze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,15,DIV,0.0,DIV#TBUIhb.yToAc,,0.0,0.0,//*[@id='TBUIhb']/div[4],0.0,,,,,,,,,,,,,,,YoxULb SwzQWb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,16,DIV,0.0,DIV.YoxULb.SwzQWb,,0.0,0.0,//*[@id='TBUIhb']/div[4]/div[1],0.0,,,,,,,,,,,,,,,DZV2Ec jNFQMc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,17,DIV,0.0,DIV.DZV2Ec.jNFQMc,,0.0,0.0,//*[@id='TBUIhb']/div[4]/div[1]/div,0.0,,,,,,,,,,,,,,,eZUAEc zX6pze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,16,DIV,0.0,DIV.YoxULb.SwzQWb,,0.0,0.0,//*[@id='TBUIhb']/div[4]/div[2],0.0,,,,,,,,,,,,,,,mSmgnb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,17,DIV,0.0,DIV.mSmgnb,,0.0,0.0,//*[@id='TBUIhb']/div[4]/div[2]/div,0.0,,,,,,,,,,,,,,,eZUAEc zX6pze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,16,DIV,0.0,DIV.YoxULb.SwzQWb,,0.0,0.0,//*[@id='TBUIhb']/div[4]/div[3],0.0,,,,,,,,,,,,,,,DZV2Ec OAsA9d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,17,DIV,0.0,DIV.DZV2Ec.OAsA9d,,0.0,0.0,//*[@id='TBUIhb']/div[4]/div[3]/div,0.0,,,,,,,,,,,,,,,eZUAEc zX6pze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,13,TABLE,0.0,DIV#pb-da8e2454-d4b6-4497-be11-f809b59d1a30.sh-osd__pb-grid-wrapper,,0.0,0.0,//*[@id='pb-da8e2454-d4b6-4497-be11-f809b59d1a30']/table,0.0,,,,,,,,,,,,,,,sh-osd__pb-grid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,10,TR,57.0,TBODY#sh-osd__online-sellers-cont,truegether.com/user/433433.htmlOpens in a new windowFree delivery$19.59$19.59Item price$19.59Shipping$0.00Est. taxEstimated Tax$0.00Total price$19.59Visit siteOpens in a new window,957.0,39.0,//*[@id='sh-osd__online-sellers-cont']/tr[3],388.0,,,,,,,,,,,,,d5bMlb,,sh-osd__offer-row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,true,,,,,,
232,11,TD,57.0,TR.sh-osd__offer-row,truegether.com/user/433433.htmlOpens in a new window,248.0,39.0,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[1],388.0,,,,,,,,,,,,,,,SH30Lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,12,DIV,17.0,TD.SH30Lb,truegether.com/user/433433.htmlOpens in a new window,200.0,63.0,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[1]/div[1],408.0,,,,,,,,,,,,,,,kPMwsc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,13,A,17.0,DIV.kPMwsc,truegether.com/user/433433.htmlOpens in a new window,190.78125,63.0,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[1]/div[1]/a,408.0,,,,/url?q=https://www.truegether.com/listing.html%3Fid%3DUSER.52498106-70ac-4e04-b365-a4514b236056&sa=U&ved=0ahUKEwiFqL7ukNT3AhW9knIEHZNIDC4Q2ykIKg&usg=AOvVaw2XbG18Sxx8cLi_ktOKCd2g,,noopener,,,,,,,,,b5ycib shntl,,,,,,,,,,,,,,,,,,,,,,,_blank,,,,,,,,,,,,,,,
235,14,SPAN,85.0,A.b5ycib.shntl,Opens in a new window,0.0,253.78125,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[1]/div[1]/a/span,408.0,,,,,,,,,,,,,,,uFWrCb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,12,DIV,0.0,TD.SH30Lb,,200.0,63.0,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[1]/div[2],430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,12,DIV,0.0,TD.SH30Lb,,200.0,63.0,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[1]/div[3],430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,11,TD,57.0,TR.sh-osd__offer-row,Free delivery,254.0,287.0,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[2],388.0,,,,,,,,,,,,,,,SH30Lb yGibJf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,12,DIV,17.0,TD.SH30Lb.yGibJf,Free delivery,206.0,311.0,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[2]/div,408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,11,TD,57.0,TR.sh-osd__offer-row,$19.59,130.0,541.0,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[3],388.0,,,,,,,,,,,,,,,SH30Lb,,,,,,,,,,,,,,,,$19.59,,,,,,,,,,,,,,,,,,,,,,
241,12,SPAN,16.0,TD.SH30Lb,$19.59,46.828125,565.0,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[3]/span,408.0,,,,,,,,,,,,,,,g9WBQb fObmGc,,,,,,,,,,,,,,,,$19.59,,,,,,,,,,,,,,,,,,,,,,
242,11,TD,57.0,TR.sh-osd__offer-row,$19.59Item price$19.59Shipping$0.00Est. taxEstimated Tax$0.00Total price$19.59,108.0,671.0,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[4],388.0,,,,,,,,,,,,,,,SH30Lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,12,DIV,17.0,TD.SH30Lb,$19.59Item price$19.59Shipping$0.00Est. taxEstimated Tax$0.00Total price$19.59,57.765625,695.0,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[4]/div,408.0,,,,,,,,,,,,focus:pmAS9c;mouseover:pmAS9c;blur:YJ8gJe;mouseout:dq0hvd,ljYWoe,,OXSgvc,,,,button,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,13,DIV,17.0,DIV.OXSgvc,$19.59,57.765625,695.0,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[4]/div/div[1],408.0,,,,,,,,,,,,,,,drzWO,,,,,,,,,,,,,,,,$19.59,,,,,,,,,,,,,,,,,,,,,,
245,14,DIV,12.0,DIV.drzWO,,12.0,740.765625,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[4]/div/div[1]/div,410.0,,,,,,,,,,,,,,background-image:url(/images/nav_logo321.webp);background-repeat:no-repeat;background-position:-107px -99px;height:12px;width:12px;display:inline-block,Ph9Jpb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,13,DIV,181.0,DIV.OXSgvc,Item price$19.59Shipping$0.00Est. taxEstimated Tax$0.00Total price$19.59,164.0,772.765625,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[4]/div/div[2],268.0,,,,,,,,,,,,,,visibility:hidden,vF00ne sh-osd__content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,14,DIV,40.0,DIV.vF00ne.sh-osd__content,,20.0,752.765625,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[4]/div/div[2]/div,398.0,,,,,,,,,,,,,,,wA4cr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,15,DIV,28.2843017578125,DIV.wA4cr,,28.2843017578125,758.6234741210938,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[4]/div/div[2]/div/div,403.85784912109375,,,,,,,,,,,,,,,RgWChf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,14,TABLE,149.0,DIV.vF00ne.sh-osd__content,Item price$19.59Shipping$0.00Est. taxEstimated Tax$0.00Total price$19.59,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[4]/div/div[2]/table,284.0,,,,,,,,,,,,,,,SuutWb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,15,TBODY,149.0,TABLE.SuutWb,Item price$19.59Shipping$0.00Est. taxEstimated Tax$0.00Total price$19.59,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[4]/div/div[2]/table/tbody,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,16,TR,33.0,TBODY,Item price$19.59,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[4]/div/div[2]/table/tbody/tr[1],284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,17,TD,33.0,TR,Item price,76.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[4]/div/div[2]/table/tbody/tr[1]/td[1],284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,17,TD,33.0,TR,$19.59,56.0,864.765625,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[4]/div/div[2]/table/tbody/tr[1]/td[2],284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$19.59,,,,,,,,,,,,,,,,,,,,,,
254,16,TR,33.0,TBODY,Shipping$0.00,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[4]/div/div[2]/table/tbody/tr[2],317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,17,TD,33.0,TR,Shipping,76.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[4]/div/div[2]/table/tbody/tr[2]/td[1],317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,17,TD,33.0,TR,$0.00,56.0,864.765625,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[4]/div/div[2]/table/tbody/tr[2]/td[2],317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,,,,,,,,,,,,,,,,,,,,,,
257,16,TR,33.0,TBODY,Est. taxEstimated Tax$0.00,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[4]/div/div[2]/table/tbody/tr[3],350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,17,TD,33.0,TR,Est. taxEstimated Tax,76.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[4]/div/div[2]/table/tbody/tr[3]/td[1],350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,18,SPAN,15.0,TD,Est. tax,43.359375,813.40625,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[4]/div/div[2]/table/tbody/tr[3]/td[1]/span[1],359.0,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,17,TD,33.0,TR,$0.00,56.0,864.765625,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[4]/div/div[2]/table/tbody/tr[3]/td[2],350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,,,,,,,,,,,,,,,,,,,,,,
261,16,TR,17.0,TBODY,,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[4]/div/div[2]/table/tbody/tr[4],383.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,17,TD,17.0,TR,,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[4]/div/div[2]/table/tbody/tr[4]/td,383.0,,,,,,,,,,,,,,,VxXD7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
263,16,TR,33.0,TBODY,Total price$19.59,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[4]/div/div[2]/table/tbody/tr[5],400.0,,,,,,,,,,,,,,,zVt0cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,17,TD,33.0,TR.zVt0cd,Total price,76.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[4]/div/div[2]/table/tbody/tr[5]/td[1],400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,17,TD,33.0,TR.zVt0cd,$19.59,56.0,864.765625,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[4]/div/div[2]/table/tbody/tr[5]/td[2],400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$19.59,,,,,,,,,,,,,,,,,,,,,,
266,11,TD,57.0,TR.sh-osd__offer-row,Visit siteOpens in a new window,217.0,779.0,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[5],388.0,,,,,,,,,,,,,,,SH30Lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,12,DIV,32.0,TD.SH30Lb,Visit siteOpens in a new window,124.0,848.0,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[5]/div,401.0,,,,,,,,,,,,,,,UAVKwf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,13,A,15.0,DIV.UAVKwf,Visit siteOpens in a new window,124.0,848.0,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[5]/div/a,409.0,,,,/url?q=https://www.truegether.com/listing.html%3Fid%3DUSER.52498106-70ac-4e04-b365-a4514b236056&sa=U&ved=0ahUKEwiFqL7ukNT3AhW9knIEHZNIDC4Q1ykIKw&usg=AOvVaw2sSfPxI4JcoWNNWmSFGYIC,,noopener,,,,,,,,,shntl FkMp,,,,,,,,,,,,,,,,,,,,,,,_blank,,,,,,,,,,,,,,,
269,14,DIV,32.0,A.shntl.FkMp,Visit site,124.0,848.0,//*[@id='sh-osd__online-sellers-cont']/tr[3]/td[5]/div/a/div,401.0,,,,,,,,,,,,,,,Kl9jM UKKY9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
