,depth,element,height,parentNode,text,width,x,xpath,y,attributes.content,attributes.name,attributes.data-iml,attributes.href,attributes.nonce,attributes.rel,attributes.type,attributes.data-ilt,attributes.data-oq,attributes.data-swh,attributes.data-ueh,attributes.jsaction,attributes.jscontroller,attributes.style,attributes.class,attributes.data-ved,attributes.aria-label,attributes.aria-hidden,attributes.role,attributes.tabindex,attributes.alt,attributes.data-atf,attributes.data-frt,attributes.src,attributes.action,attributes.autocomplete,attributes.id,attributes.value,attributes.autocapitalize,attributes.autocorrect,price,attributes.data-ogsr-up,attributes.data-ogsr-alt,attributes.data-ogsr-fb,attributes.aria-expanded,attributes.focusable,attributes.viewBox,attributes.target,attributes.data-align,attributes.data-class,attributes.data-parent-id,attributes.data-internal-precise,attributes.aria-pressed,attributes.data-url,attributes.eid,attributes.data-hveid,attributes.data-is-grid-offer,attributes.data-shntl,attributes.data-container-id,attributes.colspan,attributes.data-du,attributes.data-ei,attributes.data-ucsi
354,13,A,17.0,DIV.kPMwsc,eCrater - xpertsedgeOpens in a new window,119.234375,63.0,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[1]/div[1]/a,579.0,,,,/url?q=https://www.ecrater.com/p/35392647/vitabath-original-spring-green-mineral%3Fgps%3D1&sa=U&ved=0ahUKEwiFqL7ukNT3AhW9knIEHZNIDC4Q2ykIMw&usg=AOvVaw0TePFZISkNtG_y1xdfFjCT,,noopener,,,,,,,,,b5ycib shntl,,,,,,,,,,,,,,,,,,,,,,,_blank,,,,,,,,,,,,,,,
355,14,SPAN,85.0,A.b5ycib.shntl,Opens in a new window,0.0,182.234375,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[1]/div[1]/a/span,579.0,,,,,,,,,,,,,,,uFWrCb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,12,DIV,0.0,TD.SH30Lb,,200.0,63.0,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[1]/div[2],601.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,12,DIV,0.0,TD.SH30Lb,,200.0,63.0,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[1]/div[3],601.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,11,TD,57.0,TR.sh-osd__offer-row,Free delivery,254.0,287.0,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[2],559.0,,,,,,,,,,,,,,,SH30Lb yGibJf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,12,DIV,17.0,TD.SH30Lb.yGibJf,Free delivery,206.0,311.0,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[2]/div,579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,11,TD,57.0,TR.sh-osd__offer-row,$19.99,130.0,541.0,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[3],559.0,,,,,,,,,,,,,,,SH30Lb,,,,,,,,,,,,,,,,$19.99,,,,,,,,,,,,,,,,,,,,,,
361,12,SPAN,16.0,TD.SH30Lb,$19.99,46.828125,565.0,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[3]/span,579.0,,,,,,,,,,,,,,,g9WBQb fObmGc,,,,,,,,,,,,,,,,$19.99,,,,,,,,,,,,,,,,,,,,,,
362,11,TD,57.0,TR.sh-osd__offer-row,$19.99Item price$19.99Shipping$0.00Est. taxEstimated Tax$0.00Total price$19.99,108.0,671.0,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[4],559.0,,,,,,,,,,,,,,,SH30Lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,12,DIV,17.0,TD.SH30Lb,$19.99Item price$19.99Shipping$0.00Est. taxEstimated Tax$0.00Total price$19.99,57.765625,695.0,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[4]/div,579.0,,,,,,,,,,,,focus:pmAS9c;mouseover:pmAS9c;blur:YJ8gJe;mouseout:dq0hvd,ljYWoe,,OXSgvc,,,,button,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,13,DIV,17.0,DIV.OXSgvc,$19.99,57.765625,695.0,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[4]/div/div[1],579.0,,,,,,,,,,,,,,,drzWO,,,,,,,,,,,,,,,,$19.99,,,,,,,,,,,,,,,,,,,,,,
365,14,DIV,12.0,DIV.drzWO,,12.0,740.765625,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[4]/div/div[1]/div,581.0,,,,,,,,,,,,,,background-image:url(/images/nav_logo321.webp);background-repeat:no-repeat;background-position:-107px -99px;height:12px;width:12px;display:inline-block,Ph9Jpb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,13,DIV,181.0,DIV.OXSgvc,Item price$19.99Shipping$0.00Est. taxEstimated Tax$0.00Total price$19.99,164.0,772.765625,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[4]/div/div[2],439.0,,,,,,,,,,,,,,visibility:hidden,vF00ne sh-osd__content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,14,DIV,40.0,DIV.vF00ne.sh-osd__content,,20.0,752.765625,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[4]/div/div[2]/div,569.0,,,,,,,,,,,,,,,wA4cr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,15,DIV,28.2843017578125,DIV.wA4cr,,28.2843017578125,758.6234741210938,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[4]/div/div[2]/div/div,574.8578491210938,,,,,,,,,,,,,,,RgWChf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,14,TABLE,149.0,DIV.vF00ne.sh-osd__content,Item price$19.99Shipping$0.00Est. taxEstimated Tax$0.00Total price$19.99,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[4]/div/div[2]/table,455.0,,,,,,,,,,,,,,,SuutWb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,15,TBODY,149.0,TABLE.SuutWb,Item price$19.99Shipping$0.00Est. taxEstimated Tax$0.00Total price$19.99,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[4]/div/div[2]/table/tbody,455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,16,TR,33.0,TBODY,Item price$19.99,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[4]/div/div[2]/table/tbody/tr[1],455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,17,TD,33.0,TR,Item price,76.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[4]/div/div[2]/table/tbody/tr[1]/td[1],455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,17,TD,33.0,TR,$19.99,56.0,864.765625,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[4]/div/div[2]/table/tbody/tr[1]/td[2],455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$19.99,,,,,,,,,,,,,,,,,,,,,,
374,16,TR,33.0,TBODY,Shipping$0.00,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[4]/div/div[2]/table/tbody/tr[2],488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,17,TD,33.0,TR,Shipping,76.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[4]/div/div[2]/table/tbody/tr[2]/td[1],488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,17,TD,33.0,TR,$0.00,56.0,864.765625,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[4]/div/div[2]/table/tbody/tr[2]/td[2],488.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,,,,,,,,,,,,,,,,,,,,,,
377,16,TR,33.0,TBODY,Est. taxEstimated Tax$0.00,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[4]/div/div[2]/table/tbody/tr[3],521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,17,TD,33.0,TR,Est. taxEstimated Tax,76.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[4]/div/div[2]/table/tbody/tr[3]/td[1],521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,18,SPAN,15.0,TD,Est. tax,43.359375,813.40625,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[4]/div/div[2]/table/tbody/tr[3]/td[1]/span[1],530.0,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,17,TD,33.0,TR,$0.00,56.0,864.765625,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[4]/div/div[2]/table/tbody/tr[3]/td[2],521.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,,,,,,,,,,,,,,,,,,,,,,
381,16,TR,17.0,TBODY,,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[4]/div/div[2]/table/tbody/tr[4],554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,17,TD,17.0,TR,,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[4]/div/div[2]/table/tbody/tr[4]/td,554.0,,,,,,,,,,,,,,,VxXD7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
383,16,TR,33.0,TBODY,Total price$19.99,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[4]/div/div[2]/table/tbody/tr[5],571.0,,,,,,,,,,,,,,,zVt0cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,17,TD,33.0,TR.zVt0cd,Total price,76.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[4]/div/div[2]/table/tbody/tr[5]/td[1],571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,17,TD,33.0,TR.zVt0cd,$19.99,56.0,864.765625,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[4]/div/div[2]/table/tbody/tr[5]/td[2],571.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$19.99,,,,,,,,,,,,,,,,,,,,,,
386,11,TD,57.0,TR.sh-osd__offer-row,Visit siteOpens in a new window,217.0,779.0,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[5],559.0,,,,,,,,,,,,,,,SH30Lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,12,DIV,32.0,TD.SH30Lb,Visit siteOpens in a new window,124.0,848.0,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[5]/div,572.0,,,,,,,,,,,,,,,UAVKwf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,13,A,15.0,DIV.UAVKwf,Visit siteOpens in a new window,124.0,848.0,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[5]/div/a,580.0,,,,/url?q=https://www.ecrater.com/p/35392647/vitabath-original-spring-green-mineral%3Fgps%3D1&sa=U&ved=0ahUKEwiFqL7ukNT3AhW9knIEHZNIDC4Q1ykINA&usg=AOvVaw2kiesYtkhX30BOR2Qu19rF,,noopener,,,,,,,,,shntl FkMp,,,,,,,,,,,,,,,,,,,,,,,_blank,,,,,,,,,,,,,,,
389,14,DIV,32.0,A.shntl.FkMp,Visit site,124.0,848.0,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[5]/div/a/div,572.0,,,,,,,,,,,,,,,Kl9jM UKKY9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,14,SPAN,85.0,A.shntl.FkMp,Opens in a new window,0.0,972.0,//*[@id='sh-osd__online-sellers-cont']/tr[6]/td[5]/div/a/span,572.0,,,,,,,,,,,,,,,uFWrCb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,10,TR,69.0,TBODY#sh-osd__online-sellers-cont,Zabiva.comOpens in a new windowFree deliveryApply SAVE225% OFF$20.56$21.79Item price$20.56Shipping$0.00Est. taxEstimated Tax$1.23Total price$21.79Visit siteOpens in a new window,957.0,39.0,//*[@id='sh-osd__online-sellers-cont']/tr[7],616.0,,,,,,,,,,,,,d5bMlb,,sh-osd__offer-row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,true,,,,,,
392,11,TD,69.0,TR.sh-osd__offer-row,Zabiva.comOpens in a new window,248.0,39.0,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[1],616.0,,,,,,,,,,,,,,,SH30Lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,12,DIV,17.0,TD.SH30Lb,Zabiva.comOpens in a new window,200.0,63.0,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[1]/div[1],642.0,,,,,,,,,,,,,,,kPMwsc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,13,A,17.0,DIV.kPMwsc,Zabiva.comOpens in a new window,67.203125,63.0,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[1]/div[1]/a,642.0,,,,/url?q=https://zabiva.com/index.php%3Froute%3Dproduct/product%26product_id%3D1093285&sa=U&ved=0ahUKEwiFqL7ukNT3AhW9knIEHZNIDC4Q2ykINg&usg=AOvVaw3KpcfjwFNcfVcDQkX_ZNi1,,noopener,,,,,,,,,b5ycib shntl,,,,,,,,,,,,,,,,,,,,,,,_blank,,,,,,,,,,,,,,,
395,14,SPAN,85.0,A.b5ycib.shntl,Opens in a new window,0.0,130.203125,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[1]/div[1]/a/span,642.0,,,,,,,,,,,,,,,uFWrCb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,12,DIV,0.0,TD.SH30Lb,,200.0,63.0,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[1]/div[2],664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,12,DIV,0.0,TD.SH30Lb,,200.0,63.0,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[1]/div[3],664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,11,TD,69.0,TR.sh-osd__offer-row,Free deliveryApply SAVE22,254.0,287.0,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[2],616.0,,,,,,,,,,,,,,,SH30Lb yGibJf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,12,DIV,0.0,TD.SH30Lb.yGibJf,,206.0,311.0,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[2]/div[1],634.0,,,,,,,,,,,,,,,Dm5jc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,12,DIV,17.0,TD.SH30Lb.yGibJf,Free delivery,206.0,311.0,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[2]/div[2],634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,12,DIV,17.0,TD.SH30Lb.yGibJf,Apply SAVE22,206.0,311.0,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[2]/div[3],651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,13,SPAN,14.0,DIV,Apply SAVE22,77.828125,311.0,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[2]/div[3]/span,652.0,,,,,,,,,,,,,,,Ww6Tyf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,11,TD,69.0,TR.sh-osd__offer-row,5% OFF$20.56,130.0,541.0,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[3],616.0,,,,,,,,,,,,,,,SH30Lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,12,DIV,27.0,TD.SH30Lb,5% OFF,82.0,565.0,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[3]/div,629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,13,SPAN,23.0,DIV,5% OFF,58.671875,565.0,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[3]/div/span,629.0,,,,,,,,,,,,,,,XhDkmd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,12,SPAN,16.0,TD.SH30Lb,$20.56,46.828125,565.0,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[3]/span,656.0,,,,,,,,,,,,,,,g9WBQb fObmGc,,,,,,,,,,,,,,,,$20.56,,,,,,,,,,,,,,,,,,,,,,
407,11,TD,69.0,TR.sh-osd__offer-row,$21.79Item price$20.56Shipping$0.00Est. taxEstimated Tax$1.23Total price$21.79,108.0,671.0,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[4],616.0,,,,,,,,,,,,,,,SH30Lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,12,DIV,17.0,TD.SH30Lb,$21.79Item price$20.56Shipping$0.00Est. taxEstimated Tax$1.23Total price$21.79,57.765625,695.0,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[4]/div,642.0,,,,,,,,,,,,focus:pmAS9c;mouseover:pmAS9c;blur:YJ8gJe;mouseout:dq0hvd,ljYWoe,,OXSgvc,,,,button,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,13,DIV,17.0,DIV.OXSgvc,$21.79,57.765625,695.0,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[4]/div/div[1],642.0,,,,,,,,,,,,,,,drzWO,,,,,,,,,,,,,,,,$21.79,,,,,,,,,,,,,,,,,,,,,,
410,14,DIV,12.0,DIV.drzWO,,12.0,740.765625,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[4]/div/div[1]/div,644.0,,,,,,,,,,,,,,background-image:url(/images/nav_logo321.webp);background-repeat:no-repeat;background-position:-107px -99px;height:12px;width:12px;display:inline-block,Ph9Jpb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,13,DIV,181.0,DIV.OXSgvc,Item price$20.56Shipping$0.00Est. taxEstimated Tax$1.23Total price$21.79,164.0,772.765625,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[4]/div/div[2],502.0,,,,,,,,,,,,,,visibility:hidden,vF00ne sh-osd__content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,14,DIV,40.0,DIV.vF00ne.sh-osd__content,,20.0,752.765625,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[4]/div/div[2]/div,632.0,,,,,,,,,,,,,,,wA4cr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,15,DIV,28.2843017578125,DIV.wA4cr,,28.2843017578125,758.6234741210938,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[4]/div/div[2]/div/div,637.8578491210938,,,,,,,,,,,,,,,RgWChf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,14,TABLE,149.0,DIV.vF00ne.sh-osd__content,Item price$20.56Shipping$0.00Est. taxEstimated Tax$1.23Total price$21.79,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[4]/div/div[2]/table,518.0,,,,,,,,,,,,,,,SuutWb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,15,TBODY,149.0,TABLE.SuutWb,Item price$20.56Shipping$0.00Est. taxEstimated Tax$1.23Total price$21.79,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[4]/div/div[2]/table/tbody,518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,16,TR,33.0,TBODY,Item price$20.56,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[4]/div/div[2]/table/tbody/tr[1],518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,17,TD,33.0,TR,Item price,76.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[4]/div/div[2]/table/tbody/tr[1]/td[1],518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,17,TD,33.0,TR,$20.56,56.0,864.765625,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[4]/div/div[2]/table/tbody/tr[1]/td[2],518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$20.56,,,,,,,,,,,,,,,,,,,,,,
419,16,TR,33.0,TBODY,Shipping$0.00,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[4]/div/div[2]/table/tbody/tr[2],551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,17,TD,33.0,TR,Shipping,76.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[4]/div/div[2]/table/tbody/tr[2]/td[1],551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,17,TD,33.0,TR,$0.00,56.0,864.765625,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[4]/div/div[2]/table/tbody/tr[2]/td[2],551.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,,,,,,,,,,,,,,,,,,,,,,
422,16,TR,33.0,TBODY,Est. taxEstimated Tax$1.23,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[4]/div/div[2]/table/tbody/tr[3],584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,17,TD,33.0,TR,Est. taxEstimated Tax,76.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[4]/div/div[2]/table/tbody/tr[3]/td[1],584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,18,SPAN,15.0,TD,Est. tax,43.359375,813.40625,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[4]/div/div[2]/table/tbody/tr[3]/td[1]/span[1],593.0,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,17,TD,33.0,TR,$1.23,56.0,864.765625,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[4]/div/div[2]/table/tbody/tr[3]/td[2],584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$1.23,,,,,,,,,,,,,,,,,,,,,,
426,16,TR,17.0,TBODY,,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[4]/div/div[2]/table/tbody/tr[4],617.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,17,TD,17.0,TR,,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[4]/div/div[2]/table/tbody/tr[4]/td,617.0,,,,,,,,,,,,,,,VxXD7b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
428,16,TR,33.0,TBODY,Total price$21.79,132.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[4]/div/div[2]/table/tbody/tr[5],634.0,,,,,,,,,,,,,,,zVt0cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,17,TD,33.0,TR.zVt0cd,Total price,76.0,788.765625,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[4]/div/div[2]/table/tbody/tr[5]/td[1],634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,17,TD,33.0,TR.zVt0cd,$21.79,56.0,864.765625,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[4]/div/div[2]/table/tbody/tr[5]/td[2],634.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$21.79,,,,,,,,,,,,,,,,,,,,,,
431,11,TD,69.0,TR.sh-osd__offer-row,Visit siteOpens in a new window,217.0,779.0,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[5],616.0,,,,,,,,,,,,,,,SH30Lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,12,DIV,32.0,TD.SH30Lb,Visit siteOpens in a new window,124.0,848.0,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[5]/div,635.0,,,,,,,,,,,,,,,UAVKwf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,13,A,15.0,DIV.UAVKwf,Visit siteOpens in a new window,124.0,848.0,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[5]/div/a,643.0,,,,/url?q=https://zabiva.com/index.php%3Froute%3Dproduct/product%26product_id%3D1093285&sa=U&ved=0ahUKEwiFqL7ukNT3AhW9knIEHZNIDC4Q1ykIPA&usg=AOvVaw1xIaRsU2Vw3Ze1uVH6qaQC,,noopener,,,,,,,,,shntl FkMp,,,,,,,,,,,,,,,,,,,,,,,_blank,,,,,,,,,,,,,,,
434,14,DIV,32.0,A.shntl.FkMp,Visit site,124.0,848.0,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[5]/div/a/div,635.0,,,,,,,,,,,,,,,Kl9jM UKKY9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,14,SPAN,85.0,A.shntl.FkMp,Opens in a new window,0.0,972.0,//*[@id='sh-osd__online-sellers-cont']/tr[7]/td[5]/div/a/span,635.0,,,,,,,,,,,,,,,uFWrCb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,10,TR,57.0,TBODY#sh-osd__online-sellers-cont,"myBitti.comOpens in a new windowFree delivery by Tue, May 17$23.49$24.90Item price$23.49Shipping$0.00Est. taxEstimated Tax$1.41Total price$24.90Visit siteOpens in a new window",957.0,39.0,//*[@id='sh-osd__online-sellers-cont']/tr[8],685.0,,,,,,,,,,,,,d5bMlb,,sh-osd__offer-row,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,true,,,,,,
437,11,TD,57.0,TR.sh-osd__offer-row,myBitti.comOpens in a new window,248.0,39.0,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[1],685.0,,,,,,,,,,,,,,,SH30Lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,12,DIV,17.0,TD.SH30Lb,myBitti.comOpens in a new window,200.0,63.0,//*[@id='sh-osd__online-sellers-cont']/tr[8]/td[1]/div[1],705.0,,,,,,,,,,,,,,,kPMwsc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
